mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
gm,10,physical,adaptive,degraded,600,3.53,3.2883333333333336,3.2883333333333336,0.08666666666666667,0.9166666666666666,9.516666666666667,9.003333333333334,9.516666666666667,496.195,496.195
gm,10,physical,adaptive,nominal,600,2.11,1.645,1.645,0.49833333333333335,0.5083333333333333,20.338333333333335,16.563333333333333,20.338333333333335,496.195,496.195
gm,10,physical,fixed,degraded,600,3.53,3.2883333333333336,3.53,0.043333333333333335,0.9566666666666667,9.003333333333334,9.003333333333334,9.516666666666667,420.0,496.195
gm,10,physical,fixed,nominal,600,2.11,1.645,2.11,0.22166666666666668,0.7683333333333333,16.563333333333333,16.563333333333333,20.338333333333335,420.0,496.195
gm,20,physical,adaptive,degraded,600,1.9433333333333334,1.6233333333333333,1.6233333333333333,0.5366666666666666,0.46166666666666667,36.43,32.54333333333334,36.43,567.0,567.0
gm,20,physical,adaptive,nominal,600,1.0016666666666667,1.0,1.0,1.0,0.0,92.18333333333334,60.263333333333335,92.18333333333334,567.0,567.0
gm,20,physical,fixed,degraded,600,1.9433333333333334,1.6233333333333333,1.9433333333333334,0.37666666666666665,0.61,32.54333333333334,32.54333333333334,36.43,420.0,567.0
gm,20,physical,fixed,nominal,600,1.0016666666666667,1.0,1.0016666666666667,0.9983333333333333,0.0016666666666666668,60.263333333333335,60.263333333333335,92.18333333333334,420.0,567.0
gm,30,physical,adaptive,degraded,600,1.375,1.2316666666666667,1.2316666666666667,0.7833333333333333,0.22333333333333333,98.14166666666667,89.35666666666667,98.14166666666667,567.0,567.0
gm,30,physical,adaptive,nominal,600,1.0133333333333334,1.0,1.0,1.0,0.0,234.32833333333335,162.74333333333334,234.32833333333335,567.0,567.0
gm,30,physical,fixed,degraded,600,1.375,1.2316666666666667,1.375,0.6666666666666666,0.335,89.35666666666667,89.35666666666667,98.14166666666667,420.0,567.0
gm,30,physical,fixed,nominal,600,1.0133333333333334,1.0,1.0133333333333334,0.9866666666666667,0.013333333333333334,162.74333333333334,162.74333333333334,234.32833333333335,420.0,567.0
mission,10,physical,adaptive,degraded,600,2.845,2.44,2.44,0.215,0.7783333333333333,10.213333333333333,9.42,10.213333333333333,567.0,567.0
mission,10,physical,adaptive,nominal,600,1.3633333333333333,1.0016666666666667,1.0016666666666667,0.9983333333333333,0.0016666666666666668,23.985,17.585,23.985,567.0,567.0
mission,10,physical,fixed,degraded,600,2.845,2.44,2.845,0.10166666666666667,0.8983333333333333,9.42,9.42,10.213333333333333,420.0,567.0
mission,10,physical,fixed,nominal,600,1.3633333333333333,1.0016666666666667,1.3633333333333333,0.6433333333333333,0.3566666666666667,17.585,17.585,23.985,420.0,567.0
mission,20,physical,adaptive,degraded,600,1.6566666666666667,1.3883333333333334,1.3883333333333334,0.6766666666666666,0.31666666666666665,38.20666666666666,34.181666666666665,38.20666666666666,567.0,567.0
mission,20,physical,adaptive,nominal,600,1.0033333333333334,1.0,1.0,1.0,0.0,98.32666666666667,66.65,98.32666666666667,567.0,567.0
mission,20,physical,fixed,degraded,600,1.6566666666666667,1.3883333333333334,1.6566666666666667,0.5383333333333333,0.45,34.181666666666665,34.181666666666665,38.20666666666666,420.0,567.0
mission,20,physical,fixed,nominal,600,1.0033333333333334,1.0,1.0033333333333334,0.9966666666666667,0.0016666666666666668,66.65,66.65,98.32666666666667,420.0,567.0
mission,30,physical,adaptive,degraded,600,1.1983333333333333,1.1333333333333333,1.1333333333333333,0.87,0.125,100.38166666666666,91.97,100.38166666666666,567.0,567.0
mission,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,237.17333333333335,170.25666666666666,237.17333333333335,567.0,567.0
mission,30,physical,fixed,degraded,600,1.1983333333333333,1.1333333333333333,1.1983333333333333,0.815,0.17833333333333334,91.97,91.97,100.38166666666666,420.0,567.0
mission,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,170.25666666666666,170.25666666666666,237.17333333333335,420.0,567.0
rwp,10,physical,adaptive,degraded,600,2.5816666666666666,2.2266666666666666,2.2266666666666666,0.4216666666666667,0.5766666666666667,12.903333333333334,11.976666666666667,12.903333333333334,559.65,559.65
rwp,10,physical,adaptive,nominal,600,1.16,1.09,1.09,0.9483333333333334,0.041666666666666664,29.071666666666665,22.10333333333333,29.071666666666665,559.65,559.65
