mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
gm,10,physical,adaptive,degraded,600,2.691666666666667,2.3016666666666667,2.3016666666666667,0.29333333333333333,0.7033333333333334,13.551666666666666,12.055,13.551666666666666,496.195,496.195
gm,10,physical,adaptive,nominal,600,2.085,1.6116666666666666,1.6116666666666666,0.5166666666666667,0.49333333333333335,21.288333333333334,17.115,21.288333333333334,496.195,496.195
gm,10,physical,fixed,degraded,600,2.691666666666667,2.3016666666666667,2.691666666666667,0.12,0.87,12.055,12.055,13.551666666666666,420.0,496.195
gm,10,physical,fixed,nominal,600,2.085,1.6116666666666666,2.085,0.23,0.76,17.115,17.115,21.288333333333334,420.0,496.195
gm,20,physical,adaptive,degraded,600,1.2533333333333334,1.0766666666666667,1.0766666666666667,0.9266666666666666,0.07333333333333333,52.18666666666667,41.95,52.18666666666667,567.0,567.0
gm,20,physical,adaptive,nominal,600,1.0016666666666667,1.0,1.0,1.0,0.0,96.725,61.75,96.725,567.0,567.0
gm,20,physical,fixed,degraded,600,1.2533333333333334,1.0766666666666667,1.2533333333333334,0.7666666666666667,0.22833333333333333,41.95,41.95,52.18666666666667,420.0,567.0
gm,20,physical,fixed,nominal,600,1.0016666666666667,1.0,1.0016666666666667,0.9983333333333333,0.0016666666666666668,61.75,61.75,96.725,420.0,567.0
gm,30,physical,adaptive,degraded,600,1.1233333333333333,1.02,1.02,0.98,0.02,145.93166666666667,118.86,145.93166666666667,567.0,567.0
gm,30,physical,adaptive,nominal,600,1.01,1.0,1.0,1.0,0.0,246.94166666666666,167.28166666666667,246.94166666666666,567.0,567.0
gm,30,physical,fixed,degraded,600,1.1233333333333333,1.02,1.1233333333333333,0.88,0.115,118.86,118.86,145.93166666666667,420.0,567.0
gm,30,physical,fixed,nominal,600,1.01,1.0,1.01,0.99,0.006666666666666667,167.28166666666667,167.28166666666667,246.94166666666666,420.0,567.0
mission,10,physical,adaptive,degraded,600,2.0533333333333332,1.5,1.5,0.6533333333333333,0.34833333333333333,13.555,11.441666666666666,13.555,567.0,567.0
mission,10,physical,adaptive,nominal,600,1.3483333333333334,1.0016666666666667,1.0016666666666667,0.9983333333333333,0.0016666666666666668,24.873333333333335,17.945,24.873333333333335,567.0,567.0
mission,10,physical,fixed,degraded,600,2.0533333333333332,1.5,2.0533333333333332,0.295,0.7016666666666667,11.441666666666666,11.441666666666666,13.555,420.0,567.0
mission,10,physical,fixed,nominal,600,1.3483333333333334,1.0016666666666667,1.3483333333333334,0.6583333333333333,0.3416666666666667,17.945,17.945,24.873333333333335,420.0,567.0
mission,20,physical,adaptive,degraded,600,1.2433333333333334,1.075,1.075,0.93,0.06166666666666667,55.93,44.895,55.93,567.0,567.0
mission,20,physical,adaptive,nominal,600,1.0016666666666667,1.0,1.0,1.0,0.0,103.275,68.65333333333334,103.275,567.0,567.0
mission,20,physical,fixed,degraded,600,1.2433333333333334,1.075,1.2433333333333334,0.7883333333333333,0.195,44.895,44.895,55.93,420.0,567.0
mission,20,physical,fixed,nominal,600,1.0016666666666667,1.0,1.0016666666666667,0.9983333333333333,0.0,68.65333333333334,68.65333333333334,103.275,420.0,567.0
mission,30,physical,adaptive,degraded,600,1.04,1.015,1.015,0.985,0.015,138.02666666666667,116.735,138.02666666666667,567.0,567.0
mission,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,246.415,174.28166666666667,246.415,567.0,567.0
mission,30,physical,fixed,degraded,600,1.04,1.015,1.04,0.96,0.04,116.735,116.735,138.02666666666667,420.0,567.0
mission,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,174.28166666666667,174.28166666666667,246.415,420.0,567.0
rwp,10,physical,adaptive,degraded,600,1.57,1.3183333333333334,1.3183333333333334,0.775,0.22166666666666668,18.023333333333333,15.62,18.023333333333333,559.65,559.65
rwp,10,physical,adaptive,nominal,600,1.1233333333333333,1.0816666666666668,1.0816666666666668,0.95,0.04,30.205,22.718333333333334,30.205,559.65,559.65
rwp,10,physical,fixed,degraded,600,1.57,1.3183333333333334,1.57,0.6233333333333333,0.37,15.62,15.62,18.023333333333333,420.0,559.65
rwp,10,physical,fixed,nominal,600,1.1233333333333333,1.0816666666666668,1.1233333333333333,0.9116666666666666,0.07833333333333334,22.718333333333334,22.718333333333334,30.205,420.0,559.65
rwp,20,physical,adaptive,degraded,600,1.0933333333333333,1.025,1.025,0.98,0.02,78.715,66.21666666666667,78.715,567.0,567.0
rwp,20,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,137.00333333333333,97.55666666666667,137.00333333333333,567.0,567.0
rwp,20,physical,fixed,degraded,600,1.0933333333333333,1.025,1.0933333333333333,0.9133333333333333,0.07833333333333334,66.21666666666667,66.21666666666667,78.715,420.0,567.0
rwp,20,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,97.55666666666667,97.55666666666667,137.00333333333333,420.0,567.0
rwp,30,physical,adaptive,degraded,600,1.0183333333333333,1.005,1.005,0.995,0.005,180.58,151.13833333333332,180.58,567.0,567.0
rwp,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,303.895,216.23333333333332,303.895,567.0,567.0
rwp,30,physical,fixed,degraded,600,1.0183333333333333,1.005,1.0183333333333333,0.9816666666666667,0.01,151.13833333333332,151.13833333333332,180.58,420.0,567.0
rwp,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,216.23333333333332,216.23333333333332,303.895,420.0,567.0
