Model,MAE_mean,R2_mean,Lead_median_ms_mean
STGCN (w=5),0.23311923793429057,0.3536176219807241,600.0000000000001
TGN (w=5),0.24542542516577,0.22039333914067138,566.6666666666666
T-GCN (w=5),0.265217111021483,0.19028037545752116,566.6666666666666
