mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
gm,10,physical,adaptive,degraded,600.0,2.6644444444444444,2.3405555555555555,2.3405555555555555,0.2805555555555555,0.7116666666666668,12.527222222222221,11.138333333333334,12.527222222222221,502.075,502.075
gm,10,physical,adaptive,nominal,600.0,1.7850000000000001,1.5016666666666667,1.5016666666666667,0.5572222222222223,0.44277777777777777,20.779444444444444,16.411666666666665,20.779444444444444,502.075,502.075
gm,10,physical,fixed,degraded,600.0,2.6644444444444444,2.3405555555555555,2.6644444444444444,0.17499999999999996,0.8183333333333334,11.138333333333334,11.138333333333334,12.527222222222221,420.0,502.075
gm,10,physical,fixed,nominal,600.0,1.7850000000000001,1.5016666666666667,1.7850000000000001,0.3438888888888889,0.65,16.411666666666665,16.411666666666665,20.779444444444444,420.0,502.075
gm,20,physical,adaptive,degraded,600.0,1.2816666666666665,1.098888888888889,1.098888888888889,0.9022222222222221,0.09999999999999998,56.87777777777777,46.230555555555554,56.87777777777777,567.0,567.0
gm,20,physical,adaptive,nominal,600.0,1.01,1.0,1.0,1.0,0.0,102.9861111111111,67.77444444444444,102.9861111111111,567.0,567.0
gm,20,physical,fixed,degraded,600.0,1.2816666666666665,1.098888888888889,1.2816666666666665,0.735,0.2638888888888889,46.230555555555554,46.230555555555554,56.87777777777777,420.0,567.0
gm,20,physical,fixed,nominal,600.0,1.01,1.0,1.01,0.9899999999999999,0.009444444444444401,67.77444444444444,67.77444444444444,102.9861111111111,420.0,567.0
gm,30,physical,adaptive,degraded,600.0,1.0788888888888888,1.0172222222222222,1.0172222222222222,0.9827777777777778,0.016666666666666666,139.58277777777778,113.41055555555556,139.58277777777778,567.0,567.0
gm,30,physical,adaptive,nominal,600.0,1.0044444444444445,1.0,1.0,1.0,0.0,247.86888888888885,166.48222222222222,247.86888888888885,567.0,567.0
gm,30,physical,fixed,degraded,600.0,1.0788888888888888,1.0172222222222222,1.0788888888888888,0.9227777777777778,0.07777777777777774,113.41055555555556,113.41055555555556,139.58277777777778,420.0,567.0
gm,30,physical,fixed,nominal,600.0,1.0044444444444445,1.0,1.0044444444444445,0.9955555555555556,0.0033333333333333006,166.48222222222222,166.48222222222222,247.86888888888885,420.0,567.0
mission,10,physical,adaptive,degraded,600.0,2.388333333333333,1.9077777777777776,1.9077777777777776,0.505,0.48055555555555546,12.359444444444444,10.271666666666667,12.359444444444444,537.6,537.6
mission,10,physical,adaptive,nominal,600.0,1.4533333333333334,1.2877777777777777,1.2877777777777777,0.8238888888888889,0.16499999999999992,22.72666666666667,16.011666666666667,22.72666666666667,537.6,537.6
mission,10,physical,fixed,degraded,600.0,2.388333333333333,1.9077777777777776,2.388333333333333,0.23388888888888884,0.7583333333333333,10.271666666666667,10.271666666666667,12.359444444444444,420.0,537.6
mission,10,physical,fixed,nominal,600.0,1.4533333333333334,1.2877777777777777,1.4533333333333334,0.665,0.33,16.011666666666667,16.011666666666667,22.72666666666667,420.0,537.6
mission,20,physical,adaptive,degraded,600.0,1.208888888888889,1.0516666666666665,1.0516666666666665,0.9505555555555555,0.045555555555555495,59.70722222222222,48.935,59.70722222222222,567.0,567.0
mission,20,physical,adaptive,nominal,600.0,1.0055555555555555,1.0,1.0,1.0,0.0,106.21222222222222,72.48611111111111,106.21222222222222,567.0,567.0
mission,20,physical,fixed,degraded,600.0,1.208888888888889,1.0516666666666665,1.208888888888889,0.8161111111111111,0.17277777777777778,48.935,48.935,59.70722222222222,420.0,567.0
