Model,Policy,Validation_False_Alert_Budget_per_minute_mean,Validation_False_Alert_Budget_per_minute_ci95_low,Validation_False_Alert_Budget_per_minute_ci95_high,Validation_Constraint_Met_mean,Validation_Constraint_Met_ci95_low,Validation_Constraint_Met_ci95_high,Selected_Threshold_mean,Selected_Threshold_ci95_low,Selected_Threshold_ci95_high,Validation_Risk_F1_mean,Validation_Risk_F1_ci95_low,Validation_Risk_F1_ci95_high,Validation_False_Alert_Events_per_minute_mean,Validation_False_Alert_Events_per_minute_ci95_low,Validation_False_Alert_Events_per_minute_ci95_high,Test_MAE_mean,Test_MAE_ci95_low,Test_MAE_ci95_high,Test_MSE_mean,Test_MSE_ci95_low,Test_MSE_ci95_high,Test_R2_mean,Test_R2_ci95_low,Test_R2_ci95_high,Test_MAE_CI_low_mean,Test_MAE_CI_low_ci95_low,Test_MAE_CI_low_ci95_high,Test_MAE_CI_high_mean,Test_MAE_CI_high_ci95_low,Test_MAE_CI_high_ci95_high,Test_R2_CI_low_mean,Test_R2_CI_low_ci95_low,Test_R2_CI_low_ci95_high,Test_R2_CI_high_mean,Test_R2_CI_high_ci95_low,Test_R2_CI_high_ci95_high,Test_Inference_ms_mean,Test_Inference_ms_ci95_low,Test_Inference_ms_ci95_high,Test_Risk_Precision_mean,Test_Risk_Precision_ci95_low,Test_Risk_Precision_ci95_high,Test_Risk_Recall_mean,Test_Risk_Recall_ci95_low,Test_Risk_Recall_ci95_high,Test_Risk_F1_mean,Test_Risk_F1_ci95_low,Test_Risk_F1_ci95_high,Test_Risk_Specificity_mean,Test_Risk_Specificity_ci95_low,Test_Risk_Specificity_ci95_high,Test_Risk_Accuracy_mean,Test_Risk_Accuracy_ci95_low,Test_Risk_Accuracy_ci95_high,Test_Risk_PR_AUC_mean,Test_Risk_PR_AUC_ci95_low,Test_Risk_PR_AUC_ci95_high,Test_Risk_ROC_AUC_mean,Test_Risk_ROC_AUC_ci95_low,Test_Risk_ROC_AUC_ci95_high,Test_Risk_Brier_mean,Test_Risk_Brier_ci95_low,Test_Risk_Brier_ci95_high,Test_Risk_ECE_mean,Test_Risk_ECE_ci95_low,Test_Risk_ECE_ci95_high,Test_False_Alarms_mean,Test_False_Alarms_ci95_low,Test_False_Alarms_ci95_high,Test_False_Alarms_per_minute_mean,Test_False_Alarms_per_minute_ci95_low,Test_False_Alarms_per_minute_ci95_high,Test_Alert_Events_mean,Test_Alert_Events_ci95_low,Test_Alert_Events_ci95_high,Test_True_Alert_Events_mean,Test_True_Alert_Events_ci95_low,Test_True_Alert_Events_ci95_high,Test_False_Alert_Events_mean,Test_False_Alert_Events_ci95_low,Test_False_Alert_Events_ci95_high,Test_Ground_Truth_Fragmentation_Events_mean,Test_Ground_Truth_Fragmentation_Events_ci95_low,Test_Ground_Truth_Fragmentation_Events_ci95_high,Test_Missed_Fragmentation_Events_mean,Test_Missed_Fragmentation_Events_ci95_low,Test_Missed_Fragmentation_Events_ci95_high,Test_Alert_Event_Precision_mean,Test_Alert_Event_Precision_ci95_low,Test_Alert_Event_Precision_ci95_high,Test_Alert_Event_Recall_mean,Test_Alert_Event_Recall_ci95_low,Test_Alert_Event_Recall_ci95_high,Test_Alert_Event_F1_mean,Test_Alert_Event_F1_ci95_low,Test_Alert_Event_F1_ci95_high,Test_False_Alert_Events_per_minute_mean,Test_False_Alert_Events_per_minute_ci95_low,Test_False_Alert_Events_per_minute_ci95_high
Kinetic-TopoGuard,deployable,2.0,2.0,2.0,1.0,1.0,1.0,0.4000000000000001,0.23025902085825006,0.56974097914175,0.7988193517735617,0.7441000593636012,0.8535386441835221,1.6111111111111107,1.2299999999999998,1.9922222222222217,0.11953703703703704,0.07708947287820887,0.16198460119586522,0.16694444444444445,0.10049192023918171,0.2333969686497072,0.42492878104246223,0.14582761205685008,0.7040299500280744,0.05111574074074074,0.031073562061971774,0.0711579194195097,0.1932025462962963,0.12958608857913795,0.25681900401345464,0.0007926971992434825,-0.44691762961858816,0.4485030240170751,0.5672455274479801,0.3324584860237664,0.8020325688721938,5.359517175933838,4.951068621644703,5.767965730222972,0.6929258075048672,0.523118266789095,0.8627333482206394,0.8622236297318612,0.7684459281670399,0.9560013312966824,0.7661292697571334,0.62509713289218,0.9071614066220867,0.9419334609175221,0.9336446751874949,0.9502222466475492,0.9327314814814814,0.9194321574426342,0.9460308055203287,0.8462605655581529,0.6456215252818253,1.0468996058344806,0.9696485110363048,0.9436155134047329,0.9956815086678766,0.08313807008317202,0.019481699483876652,0.1467944406824674,0.19511721582201025,0.07929820013506532,0.31093623150895516,359.0,279.6179835647057,438.3820164352943,29.91666666666666,23.30149863039214,36.53183470294118,77.0,65.85496822196843,88.14503177803157,51.666666666666664,45.85971298068715,57.47362035264618,25.333333333333332,8.960846927441551,41.70581973922511,167.0,125.08470764347058,208.91529235652942,115.33333333333333,77.35561120867482,153.31105545799184,0.6825333238376716,0.5257915701305339,0.8392750775448093,0.31634461262491614,0.2603393689977752,0.3723498562520571,0.42485812192924427,0.38456368395134594,0.4651525599071426,2.1111111111111107,0.7467372439534627,3.4754849782687587
Kinetic-TopoGuard,strict,1.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666666,0.32427596784433793,0.6090573654889953,0.8120429539995834,0.7589559914549315,0.8651299165442352,0.6666666666666664,0.4171708788301819,0.9161624545031509,0.11953703703703704,0.07708947287820887,0.16198460119586522,0.16694444444444445,0.10049192023918171,0.2333969686497072,0.42492878104246223,0.14582761205685008,0.7040299500280744,0.05111574074074074,0.031073562061971774,0.0711579194195097,0.1932025462962963,0.12958608857913795,0.25681900401345464,0.0007926971992434825,-0.44691762961858816,0.4485030240170751,0.5672455274479801,0.3324584860237664,0.8020325688721938,5.359517175933838,4.951068621644703,5.767965730222972,0.7701406695083529,0.5979517886052994,0.9423295504114064,0.8268638932702418,0.7120833405144185,0.9416444460260651,0.7966587985343944,0.6499872955682412,0.9433303015005475,0.9635208032528338,0.9508946692525115,0.9761469372531562,0.9468518518518518,0.9296390723815888,0.9640646313221148,0.8462605655581529,0.6456215252818253,1.0468996058344806,0.9696485110363048,0.9436155134047329,0.9956815086678766,0.08313807008317202,0.019481699483876652,0.1467944406824674,0.19511721582201025,0.07929820013506532,0.31093623150895516,225.33333333333334,137.25440408360993,313.41226258305676,18.777777777777775,11.437867006967494,26.117688548588056,45.666666666666664,32.64909222115477,58.68424111217856,37.0,23.65855580031407,50.34144419968593,8.666666666666666,6.053333333333333,11.28,167.0,125.08470764347058,208.91529235652942,130.0,101.12739706919378,158.87260293080624,0.8000029912804175,0.7043145899613683,0.8956913925994667,0.21808666525217016,0.1865519124459833,0.24962141805835703,0.34270333746721243,0.2950672197828685,0.3903394551515564,0.722222222222222,0.5044444444444443,0.9399999999999997
