Model,Threshold,Risk_Precision_mean,Risk_Precision_ci95_low,Risk_Precision_ci95_high,Risk_Recall_mean,Risk_Recall_ci95_low,Risk_Recall_ci95_high,Risk_F1_mean,Risk_F1_ci95_low,Risk_F1_ci95_high,Risk_Specificity_mean,Risk_Specificity_ci95_low,Risk_Specificity_ci95_high,Risk_Accuracy_mean,Risk_Accuracy_ci95_low,Risk_Accuracy_ci95_high,False_Alarms_mean,False_Alarms_ci95_low,False_Alarms_ci95_high,False_Alarms_per_minute_mean,False_Alarms_per_minute_ci95_low,False_Alarms_per_minute_ci95_high,Alert_Events_mean,Alert_Events_ci95_low,Alert_Events_ci95_high,True_Alert_Events_mean,True_Alert_Events_ci95_low,True_Alert_Events_ci95_high,False_Alert_Events_mean,False_Alert_Events_ci95_low,False_Alert_Events_ci95_high,Ground_Truth_Fragmentation_Events_mean,Ground_Truth_Fragmentation_Events_ci95_low,Ground_Truth_Fragmentation_Events_ci95_high,Missed_Fragmentation_Events_mean,Missed_Fragmentation_Events_ci95_low,Missed_Fragmentation_Events_ci95_high,Alert_Event_Precision_mean,Alert_Event_Precision_ci95_low,Alert_Event_Precision_ci95_high,Alert_Event_Recall_mean,Alert_Event_Recall_ci95_low,Alert_Event_Recall_ci95_high,Alert_Event_F1_mean,Alert_Event_F1_ci95_low,Alert_Event_F1_ci95_high,False_Alert_Events_per_minute_mean,False_Alert_Events_per_minute_ci95_low,False_Alert_Events_per_minute_ci95_high
FANET-TopoGNN (concat),0.9,0.1991275426457323,0.09260196738429516,0.3056531179071694,0.9976744791666666,0.9940313446759979,1.0,0.3251119075728553,0.17876577583676048,0.47145803930895014,0.29968045415046357,0.21128192702151177,0.38807898127941537,0.3985648148148148,0.27862779664913495,0.5185018329804947,4327.0,3458.025650090867,5195.974349909133,360.5833333333333,288.1688041742389,432.9978624924277,176.0,158.91311614132056,193.08688385867944,73.66666666666667,48.22858148366247,99.10475184967088,102.33333333333333,93.76494699491205,110.9017196717546,167.0,125.08470764347058,208.91529235652942,93.33333333333333,76.04775810104468,110.61890856562198,0.4131813029765425,0.3052519774425945,0.5211106285104905,0.4351428871199397,0.3806945455236348,0.4895912287162446,0.42257140029086643,0.3401416314125438,0.5050011691691891,8.527777777777777,7.813745582909338,9.241809972646216
GAT,0.1,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.2,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.3,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.4,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.5,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.6,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.7,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.8,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GAT,0.9,0.19279935560832753,0.0966681349445724,0.2889305762720827,0.975148264984227,0.9283851706396147,1.0,0.31698355814192686,0.18586921324950895,0.44809790303434477,0.28706722423281117,0.06659828501501486,0.5075361634506075,0.39013888888888887,0.20298253101067334,0.5772952467671044,4374.666666666667,3011.8579649366293,5737.475368396705,364.5555555555556,250.9881637447191,478.1229473663921,281.6666666666667,192.82053950790353,370.51279382542987,75.66666666666667,48.35920899583168,102.97412433750166,206.0,143.26979249728777,268.73020750271223,167.0,125.08470764347058,208.91529235652942,91.33333333333333,75.47737616330484,107.18929050336182,0.2663270663759502,0.23652869747883065,0.2961254352730698,0.4459861552576376,0.380795208296496,0.5111771022187791,0.3333253169769305,0.2925764010774858,0.37407423287637526,17.16666666666666,11.939149374773976,22.394183958559346
GCN,0.1,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.2,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.3,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.4,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.5,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.6,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.7,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.8,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GCN,0.9,0.19231416928444822,0.12529243683769228,0.25933590173120413,0.9660694006309148,0.903444517153817,1.0,0.31827937009098073,0.2252954555789149,0.41126328460304656,0.28973416516173606,0.0,0.5922245260176973,0.39638888888888885,0.15655781521582005,0.6362199625619577,4323.333333333333,2562.126609092504,6084.540057574162,360.2777777777778,213.51055075770876,507.0450047978469,250.33333333333334,176.47198454762238,324.1946821190443,72.33333333333333,49.02297130744927,95.64369535921739,178.0,126.98976834660195,229.01023165339805,167.0,125.08470764347058,208.91529235652942,94.66666666666667,74.099633714769,115.23369961856434,0.2877228518607829,0.272311123679458,0.3031345800421078,0.4289050930837372,0.3757957090892734,0.482014477078201,0.34367158143447246,0.3225762051405708,0.36476695772837414,14.833333333333329,10.582480695550158,19.084185971116497
GraphSAGE,0.1,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.2,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.3,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.4,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.5,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.6,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.7,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.8,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
GraphSAGE,0.9,0.20092837943735323,0.10340859569272129,0.2984481631819852,0.9832569225376796,0.9517381277267801,1.0,0.3285367987038543,0.19711179663864348,0.4599618007690652,0.3246684643599675,0.16062699475201497,0.48870993396792,0.4224537037037037,0.28022735443150426,0.5646800529759032,4147.333333333333,3114.8886693547847,5179.777997311881,345.61111111111114,259.5740557795654,431.6481664426569,280.3333333333333,231.66986677187904,328.9967998947876,75.33333333333333,49.02905907144873,101.63760759521793,205.0,182.28315749640075,227.71684250359925,167.0,125.08470764347058,208.91529235652942,91.66666666666667,73.47863641475527,109.85469691857807,0.26411187244024964,0.21130920578461715,0.31691453909588213,0.44500482005879577,0.37745902420292204,0.5125506159146695,0.3312093103469515,0.2717753507513534,0.3906432699425496,17.08333333333333,15.190263124700058,18.976403541966597
Kinetic-TopoGuard,0.1,0.1536936983976144,0.08332977811344137,0.22405761868178742,1.0,1.0,1.0,0.2630377321572777,0.15591728070409028,0.37015818361046515,0.05270960215737963,0.0,0.13702481991932572,0.1909722222222222,0.08804953953705746,0.29389490490738696,5825.0,5083.956684666814,6566.043315333186,485.4166666666667,423.6630570555679,547.1702762777655,146.0,121.91511677420877,170.08488322579123,73.33333333333333,48.3780524404152,98.28861422625145,72.66666666666667,63.176451823061825,82.15688151027152,167.0,125.08470764347058,208.91529235652942,93.66666666666667,75.76247224810157,111.57086108523177,0.4955144993491365,0.3878077608638906,0.6032212378343823,0.433500850995145,0.38030321668741557,0.48669848530287446,0.4618249137076605,0.38402162622320124,0.5396282011921197,6.0555555555555545,5.264704318588484,6.846406792522625
Kinetic-TopoGuard,0.2,0.29659933523812515,0.01770785211927356,0.5754908183569767,0.9811197916666666,0.9441145833333333,1.0,0.4165124277440439,0.10437825208830337,0.7286466033997845,0.3386253901160501,0.0,0.8758829400719339,0.4310185185185185,0.0,0.8988989225676103,4077.3333333333335,672.1383768913711,7482.528289775296,339.77777777777777,56.01153140761426,623.5440241479413,156.0,137.78851644337198,174.21148355662802,75.0,53.14504785332777,96.85495214667223,81.0,76.91993464104638,85.08006535895362,167.0,125.08470764347058,208.91529235652942,92.0,71.53699924253533,112.46300075746467,0.4754554252882012,0.38756919349910957,0.5633416570772929,0.44642074763597184,0.417993020024652,0.4748484752472917,0.45930197224144304,0.4048483310343627,0.5137556134485234,6.749999999999999,6.409994553420531,7.090005446579467
Kinetic-TopoGuard,0.3,0.5547475499075369,0.11698190475008513,0.9925131950649888,0.9441927083333334,0.8832743348303274,1.0,0.6260316830226471,0.2070359457220542,1.0,0.7000647140930866,0.23000221188085984,1.0,0.7213425925925927,0.2980748133246778,1.0,1939.6666666666667,0.0,5053.030749055862,161.63888888888889,0.0,421.0858957546551,135.66666666666666,28.108473218757837,243.22486011457548,68.66666666666667,35.68789100042272,101.64544233291062,67.0,0.0,146.96063364764774,167.0,125.08470764347058,208.91529235652942,98.33333333333333,85.8685277681519,110.79813889851475,0.5800884955752212,0.38680668374557636,0.7733703074048661,0.39793673314122396,0.2813516509544724,0.5145218153279755,0.4539946664819016,0.355994736335844,0.5519945966279592,5.583333333333332,0.0,12.246719470637307
Kinetic-TopoGuard,0.4,0.6591067781806313,0.27084634494626536,1.0,0.9065355382492113,0.8606050419398906,0.952466034558532,0.7181475071865808,0.41990221046369114,1.0,0.892339202248932,0.7480431920144248,1.0,0.8898611111111111,0.7656812221805165,1.0,689.6666666666666,0.0,1651.2694690290095,57.47222222222223,0.0,137.6057890857508,107.0,0.0,227.41378215691645,57.666666666666664,6.152669431826588,109.18066390150673,49.333333333333336,0.0,120.77108370229286,167.0,125.08470764347058,208.91529235652942,109.33333333333333,99.06539401827222,119.60127264839444,0.6119937889849395,0.4440456646760578,0.7799419132938212,0.31481713715999077,0.0814026635952809,0.5482316107247006,0.373029055992019,0.17685892126046832,0.5691991907235697,4.11111111111111,0.0,10.06425697519107
Kinetic-TopoGuard,0.5,0.7539952387723954,0.4474187616940169,1.0,0.8415514370837714,0.8042805522683334,0.8788223218992095,0.7792110547075349,0.576109302878859,0.9823128065362109,0.9538790234518321,0.9014824691160933,1.0,0.9375,0.892902887556798,0.982097112443202,292.6666666666667,0.0,643.6039840199387,24.388888888888886,0.0,53.63366533499489,46.333333333333336,0.0,108.5854072836132,33.666666666666664,0.0,73.53606233691869,12.666666666666666,0.0,35.53333333333333,167.0,125.08470764347058,208.91529235652942,133.33333333333334,120.46415913898643,146.20250752768027,0.8204638124362895,0.6566818213353707,0.9842458035372084,0.17815342526958097,0.0,0.36430967544534404,0.26012158697823645,0.036246247501253076,0.48399692645521986,1.0555555555555554,0.0,2.9611111111111104
