mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
mission,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,234.68166666666667,162.80666666666667,234.68166666666667,567.0,567.0
mission,30,physical,fixed,degraded,600,1.1616666666666666,1.095,1.1616666666666666,0.8533333333333334,0.13333333333333333,85.51833333333333,85.51833333333333,94.745,420.0,567.0
mission,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,162.80666666666667,162.80666666666667,234.68166666666667,420.0,567.0
rwp,10,physical,adaptive,degraded,600,2.455,2.12,2.12,0.365,0.6283333333333333,13.56,12.568333333333333,13.56,567.0,567.0
rwp,10,physical,adaptive,nominal,600,1.2016666666666667,1.015,1.015,0.985,0.013333333333333334,30.275,22.86,30.275,567.0,567.0
rwp,10,physical,fixed,degraded,600,2.455,2.12,2.455,0.25666666666666665,0.7366666666666667,12.568333333333333,12.568333333333333,13.56,420.0,567.0
rwp,10,physical,fixed,nominal,600,1.2016666666666667,1.015,1.2016666666666667,0.8466666666666667,0.135,22.86,22.86,30.275,420.0,567.0
rwp,20,physical,adaptive,degraded,600,1.3366666666666667,1.1683333333333332,1.1683333333333332,0.8533333333333334,0.135,55.61833333333333,51.27,55.61833333333333,567.0,567.0
rwp,20,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,129.465,96.315,129.465,567.0,567.0
rwp,20,physical,fixed,degraded,600,1.3366666666666667,1.1683333333333332,1.3366666666666667,0.745,0.23333333333333334,51.27,51.27,55.61833333333333,420.0,567.0
rwp,20,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,96.315,96.315,129.465,420.0,567.0
rwp,30,physical,adaptive,degraded,600,1.1216666666666666,1.07,1.07,0.9366666666666666,0.056666666666666664,129.87666666666667,119.66333333333333,129.87666666666667,567.0,567.0
rwp,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,294.15833333333336,213.22333333333333,294.15833333333336,567.0,567.0
rwp,30,physical,fixed,degraded,600,1.1216666666666666,1.07,1.1216666666666666,0.8966666666666666,0.09333333333333334,119.66333333333333,119.66333333333333,129.87666666666667,420.0,567.0
rwp,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,213.22333333333333,213.22333333333333,294.15833333333336,420.0,567.0
