Model,Lead_5th_ms,Lead_median_ms,Lead_IQR_ms,Lead_95th_ms,Lead_mean_ms,Lead_norm_mean,seed
Shallow ML,0.0,400.0,600.0000000000001,600.0000000000001,335.06493506493507,3.3298017771701987,7
Kinetic-TopoGuard,0.0,400.0,600.0000000000001,600.0000000000001,308.87445887445887,3.0678970152654363,7
Union-Find detection oracle,0.0,0.0,0.0,0.0,0.0,0.0,7
