Model,Connectivity ratio_mean,Connectivity ratio_ci95_low,Connectivity ratio_ci95_high,PDR (%)_mean,PDR (%)_ci95_low,PDR (%)_ci95_high,Avg. end-to-end delay (ms)_mean,Avg. end-to-end delay (ms)_ci95_low,Avg. end-to-end delay (ms)_ci95_high,Proactive reroute (%)_mean,Proactive reroute (%)_ci95_low,Proactive reroute (%)_ci95_high,DTN buffered (%)_mean,DTN buffered (%)_ci95_low,DTN buffered (%)_ci95_high,Relay actions_mean,Relay actions_ci95_low,Relay actions_ci95_high
Kinetic-TopoGuard,0.9819444444444444,0.9819444444444444,0.9819444444444444,99.97574626865672,99.97574626865672,99.97574626865672,16.443322696425128,16.443322696425128,16.443322696425128,19.359141791044777,19.359141791044777,19.359141791044777,0.048507462686567165,0.048507462686567165,0.048507462686567165,1512.0,1512.0,1512.0
