mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
gm,10,physical,adaptive,degraded,600,2.3766666666666665,2.2133333333333334,2.2133333333333334,0.38666666666666666,0.6033333333333334,13.4,12.041666666666666,13.4,492.03,492.03
gm,10,physical,adaptive,nominal,600,1.6566666666666667,1.545,1.545,0.49,0.5,21.82,18.078333333333333,21.82,492.03,492.03
gm,10,physical,fixed,degraded,600,2.3766666666666665,2.2133333333333334,2.3766666666666665,0.33166666666666667,0.6583333333333333,12.041666666666666,12.041666666666666,13.4,420.0,492.03
gm,10,physical,fixed,nominal,600,1.6566666666666667,1.545,1.6566666666666667,0.38,0.61,18.078333333333333,18.078333333333333,21.82,420.0,492.03
gm,20,physical,adaptive,degraded,600,1.355,1.135,1.135,0.865,0.13333333333333333,61.78666666666667,50.62166666666667,61.78666666666667,567.0,567.0
gm,20,physical,adaptive,nominal,600,1.0183333333333333,1.0,1.0,1.0,0.0,109.055,73.87166666666667,109.055,567.0,567.0
gm,20,physical,fixed,degraded,600,1.355,1.135,1.355,0.6616666666666666,0.3333333333333333,50.62166666666667,50.62166666666667,61.78666666666667,420.0,567.0
gm,20,physical,fixed,nominal,600,1.0183333333333333,1.0,1.0183333333333333,0.9816666666666667,0.016666666666666666,73.87166666666667,73.87166666666667,109.055,420.0,567.0
gm,30,physical,adaptive,degraded,600,1.0583333333333333,1.01,1.01,0.99,0.01,142.81833333333333,117.36166666666666,142.81833333333333,567.0,567.0
gm,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,257.1533333333333,173.09,257.1533333333333,567.0,567.0
gm,30,physical,fixed,degraded,600,1.0583333333333333,1.01,1.0583333333333333,0.9433333333333334,0.056666666666666664,117.36166666666666,117.36166666666666,142.81833333333333,420.0,567.0
gm,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,173.09,173.09,257.1533333333333,420.0,567.0
mission,10,physical,adaptive,degraded,600,2.6466666666666665,2.05,2.05,0.405,0.57,11.695,9.38,11.695,541.03,541.03
mission,10,physical,adaptive,nominal,600,1.3,1.2,1.2,0.8233333333333334,0.16666666666666666,21.956666666666667,14.473333333333333,21.956666666666667,541.03,541.03
mission,10,physical,fixed,degraded,600,2.6466666666666665,2.05,2.6466666666666665,0.15666666666666668,0.8333333333333334,9.38,9.38,11.695,420.0,541.03
mission,10,physical,fixed,nominal,600,1.3,1.2,1.3,0.7233333333333334,0.275,14.473333333333333,14.473333333333333,21.956666666666667,420.0,541.03
mission,20,physical,adaptive,degraded,600,1.1883333333333332,1.0283333333333333,1.0283333333333333,0.9733333333333334,0.02666666666666667,61.52333333333333,50.84,61.52333333333333,567.0,567.0
mission,20,physical,adaptive,nominal,600,1.01,1.0,1.0,1.0,0.0,109.49333333333334,77.15166666666667,109.49333333333334,567.0,567.0
mission,20,physical,fixed,degraded,600,1.1883333333333332,1.0283333333333333,1.1883333333333332,0.8433333333333334,0.14833333333333334,50.84,50.84,61.52333333333333,420.0,567.0
mission,20,physical,fixed,nominal,600,1.01,1.0,1.01,0.99,0.01,77.15166666666667,77.15166666666667,109.49333333333334,420.0,567.0
mission,30,physical,adaptive,degraded,600,1.05,1.03,1.03,0.97,0.025,136.395,111.88833333333334,136.395,567.0,567.0
mission,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,245.99333333333334,167.085,245.99333333333334,567.0,567.0
mission,30,physical,fixed,degraded,600,1.05,1.03,1.05,0.95,0.043333333333333335,111.88833333333334,111.88833333333334,136.395,420.0,567.0
mission,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,167.085,167.085,245.99333333333334,420.0,567.0
rwp,10,physical,adaptive,degraded,600,1.845,1.36,1.36,0.6966666666666667,0.275,18.813333333333333,16.113333333333333,18.813333333333333,567.0,567.0
rwp,10,physical,adaptive,nominal,600,1.155,1.0016666666666667,1.0016666666666667,0.9983333333333333,0.0016666666666666668,31.531666666666666,23.393333333333334,31.531666666666666,567.0,567.0
rwp,10,physical,fixed,degraded,600,1.845,1.36,1.845,0.43666666666666665,0.5433333333333333,16.113333333333333,16.113333333333333,18.813333333333333,420.0,567.0
rwp,10,physical,fixed,nominal,600,1.155,1.0016666666666667,1.155,0.8916666666666667,0.09166666666666666,23.393333333333334,23.393333333333334,31.531666666666666,420.0,567.0
rwp,20,physical,adaptive,degraded,600,1.13,1.0133333333333334,1.0133333333333334,0.9866666666666667,0.011666666666666667,78.31666666666666,66.52,78.31666666666666,567.0,567.0
rwp,20,physical,adaptive,nominal,600,1.0016666666666667,1.0,1.0,1.0,0.0,134.92,98.61333333333333,134.92,567.0,567.0
rwp,20,physical,fixed,degraded,600,1.13,1.0133333333333334,1.13,0.8933333333333333,0.09,66.52,66.52,78.31666666666666,420.0,567.0
rwp,20,physical,fixed,nominal,600,1.0016666666666667,1.0,1.0016666666666667,0.9983333333333333,0.0,98.61333333333333,98.61333333333333,134.92,420.0,567.0
rwp,30,physical,adaptive,degraded,600,1.0183333333333333,1.0066666666666666,1.0066666666666666,0.9933333333333333,0.005,174.40166666666667,148.50333333333333,174.40166666666667,567.0,567.0
rwp,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,305.615,217.86166666666668,305.615,567.0,567.0
