Model,MAE_mean,R2_mean,Lead_median_ms_mean
STGCN (w=5),0.4192774413732174,0.4330756643223719,433.3333333333334
T-GCN (w=5),0.4239775950704347,0.4345616148426461,566.6666666666666
TGN (w=5),0.4406875454154054,0.3072130664895061,333.33333333333337
