Model,Threshold,Risk_Precision_mean,Risk_Precision_ci95_low,Risk_Precision_ci95_high,Risk_Recall_mean,Risk_Recall_ci95_low,Risk_Recall_ci95_high,Risk_F1_mean,Risk_F1_ci95_low,Risk_F1_ci95_high,Risk_Specificity_mean,Risk_Specificity_ci95_low,Risk_Specificity_ci95_high,Risk_Accuracy_mean,Risk_Accuracy_ci95_low,Risk_Accuracy_ci95_high,False_Alarms_mean,False_Alarms_ci95_low,False_Alarms_ci95_high,False_Alarms_per_minute_mean,False_Alarms_per_minute_ci95_low,False_Alarms_per_minute_ci95_high
GCN,0.6,0.33995760021975974,0.26695405313618387,0.4129611473033356,0.9752171114697882,0.9434878523900858,1.0,0.5019726344885221,0.42220371132888035,0.5817415576481639,0.3863425038955852,0.24667073591769934,0.526014271873471,0.5299537037037038,0.42531015326956434,0.6345972541378432,3345.0,2563.281001552775,4126.718998447225,278.75,213.60675012939788,343.8932498706021
GCN,0.7,0.33995760021975974,0.26695405313618387,0.4129611473033356,0.9752171114697882,0.9434878523900858,1.0,0.5019726344885221,0.42220371132888035,0.5817415576481639,0.3863425038955852,0.24667073591769934,0.526014271873471,0.5299537037037038,0.42531015326956434,0.6345972541378432,3345.0,2563.281001552775,4126.718998447225,278.75,213.60675012939788,343.8932498706021
GCN,0.8,0.33995760021975974,0.26695405313618387,0.4129611473033356,0.9752171114697882,0.9434878523900858,1.0,0.5019726344885221,0.42220371132888035,0.5817415576481639,0.3863425038955852,0.24667073591769934,0.526014271873471,0.5299537037037038,0.42531015326956434,0.6345972541378432,3345.0,2563.281001552775,4126.718998447225,278.75,213.60675012939788,343.8932498706021
GCN,0.9,0.33995760021975974,0.26695405313618387,0.4129611473033356,0.9752171114697882,0.9434878523900858,1.0,0.5019726344885221,0.42220371132888035,0.5817415576481639,0.3863425038955852,0.24667073591769934,0.526014271873471,0.5299537037037038,0.42531015326956434,0.6345972541378432,3345.0,2563.281001552775,4126.718998447225,278.75,213.60675012939788,343.8932498706021
GraphSAGE,0.1,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.2,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.3,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.4,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.5,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.6,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.7,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.8,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
GraphSAGE,0.9,0.32379312567064383,0.26399275844081366,0.383593492900474,0.9922822570843671,0.9856966512929178,0.9988678628758164,0.4866667159484732,0.4200122862414558,0.5533211456554906,0.3369722796712818,0.28832796449944864,0.38561659484311495,0.49587962962962956,0.447676477536202,0.5440827817230571,3616.3333333333335,3259.6594046845216,3973.0072619821453,301.36111111111114,271.6382837237102,331.0839384985121
Kinetic-TopoGuard,0.1,0.251832622219065,0.1992136529567468,0.3044515914813832,1.0,1.0,1.0,0.40088512107754665,0.33428327574496774,0.46748696641012555,0.04731181105542976,0.023303348030807466,0.07132027408005205,0.27796296296296297,0.21804019336586777,0.33788573256005816,5198.666666666667,4767.222725567582,5630.110607765752,433.2222222222222,397.26856046396506,469.1758839804793
Kinetic-TopoGuard,0.2,0.4394048984261667,0.3176573513651809,0.5611524454871525,0.9884183132755253,0.9731423002658854,1.0,0.6027986712297544,0.4924398466225404,0.7131574958369684,0.5902204332228485,0.48935294982222877,0.6910879166234681,0.6842592592592593,0.5962804604702832,0.7722380580482355,2251.0,1586.3075799038074,2915.6924200961926,187.58333333333334,132.1922983253173,242.9743683413494
Kinetic-TopoGuard,0.3,0.5675987689337255,0.41495525607315553,0.7202422817942955,0.9501855540234581,0.9146292462567808,0.9857418617901353,0.7029887246376546,0.5992120166448188,0.8067654326304904,0.7627351527353284,0.6638231292238582,0.8616471762467987,0.805787037037037,0.7357519366123557,0.8758221374617183,1307.0,721.8937650876267,1892.1062349123733,108.91666666666667,60.15781375730223,157.67551957603112
Kinetic-TopoGuard,0.4,0.6602789990026615,0.4948630327213759,0.8256949652839471,0.8950579564353832,0.8423458377720013,0.9477700750987651,0.7527338218931279,0.6531949660641889,0.8522726777220668,0.8472072543053416,0.7532083088231016,0.9412061997875816,0.8579166666666668,0.7961204234231464,0.9197129099101872,841.6666666666666,312.9540680735264,1370.3792652598067,70.13888888888889,26.079505672793864,114.19827210498391
Kinetic-TopoGuard,0.5,0.7555254935987846,0.6238772592519781,0.8871737279455911,0.8082362559576618,0.7185959896826059,0.8978765222327177,0.7777267646263653,0.6876146269036228,0.8678389023491077,0.9165235166637613,0.8654103220560947,0.9676367112714279,0.8913425925925926,0.8568801002579551,0.9258050849272301,459.3333333333333,172.4396467911269,746.2270198755398,38.27777777777778,14.369970565927243,62.18558498962831
Kinetic-TopoGuard,0.6,0.8352057777289682,0.7395375612242903,0.9308739942336461,0.721725057592216,0.5986798231634624,0.8447702920209695,0.7724953368106896,0.66869924579646,0.8762914278249192,0.9567449963582345,0.932607763290697,0.9808822294257721,0.9022222222222224,0.8768953127052873,0.9275491317391574,238.0,101.55340189900909,374.4465981009909,19.833333333333332,8.462783491584089,31.203883175082574
Kinetic-TopoGuard,0.7,0.9080933880649003,0.8519828752168171,0.9642039009129834,0.6268141696447552,0.458260619098972,0.7953677201905385,0.7366579992358604,0.5990197641572435,0.8742962343144773,0.9816125720165335,0.9719439062535984,0.9912812377794686,0.8993981481481482,0.8744004327518506,0.9243958635444458,101.0,46.36554933011589,155.6344506698841,8.416666666666666,3.863795777509658,12.969537555823674
Kinetic-TopoGuard,0.8,0.9426190904105548,0.9037354738903683,0.9815027069307413,0.5000888280008821,0.29424878400950083,0.7059288719922633,0.6414965584073541,0.4443257216637999,0.8386673951509083,0.9917940291828429,0.9880749794325298,0.995513078933156,0.8769907407407406,0.8508119190900659,0.9031695623914152,45.0,23.859845475178442,66.14015452482155,3.7500000000000004,1.9883204562648704,5.511679543735131
Kinetic-TopoGuard,0.9,0.9826102554774031,0.9642695983293794,1.0,0.18738229671303733,0.02008128922746996,0.3546833041986047,0.2962836491926735,0.03963486025667007,0.552932438128677,0.9994434905386108,0.9990257631884901,0.9998612178887315,0.806111111111111,0.7912906172921778,0.8209316049300442,3.0,0.7367869447766671,5.263213055223333,0.25,0.0613989120647222,0.4386010879352778
PI+MLP,0.1,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.2,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.3,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.4,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.5,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.6,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.7,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.8,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
PI+MLP,0.9,0.2656474748523203,0.18840769746689062,0.34288725223775,0.9914933951556425,0.9813112034504864,1.0,0.41576197087206274,0.3215810639189731,0.5099428778251524,0.10826396092584843,0.0,0.23812988518644623,0.31907407407407407,0.18233852619105398,0.4558096219570942,4886.0,3880.3417182097423,5891.658281790258,407.1666666666667,323.3618098508119,490.9715234825215
Shallow ML (GBR),0.1,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.2,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.3,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.4,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.5,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.6,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.7,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.8,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
Shallow ML (GBR),0.9,0.28916000560931143,0.28916000560931143,0.28916000560931143,0.999031007751938,0.999031007751938,0.999031007751938,0.44850462207721586,0.44850462207721586,0.44850462207721586,0.013045171339563863,0.013045171339563863,0.013045171339563863,0.2956944444444444,0.2956944444444444,0.2956944444444444,5069.0,5069.0,5069.0,422.4166666666667,422.4166666666667,422.4166666666667
