seed,Model,Risk_Precision,Risk_Recall,Risk_F1,Risk_Specificity,Risk_Accuracy,Risk_PR_AUC,Risk_ROC_AUC,Risk_Brier,Risk_ECE,False_Alarms,False_Alarms_per_minute,Model_Backend
27,Union-Find detection oracle,0.8102224325603408,0.8294573643410853,0.8197270768494135,0.9219236760124611,0.8954166666666666,0.7881947622308085,0.8756905201767732,0.10458333333333333,0.10458333333333333,401.0,33.416666666666664,diagnostic_reference
27,Shallow ML (GBR),0.28916000560931143,0.999031007751938,0.44850462207721586,0.013045171339563863,0.2956944444444444,0.2772278908160192,0.5060380895457509,0.7043055555555555,0.7043055555555556,5069.0,422.4166666666667,scikit_learn
27,Kinetic-TopoGuard,0.4432479000646134,0.997093023255814,0.6136871924854629,0.496690031152648,0.6401388888888889,0.9405039799041398,0.9675741346989785,0.0684107278290973,0.10924321803239334,2585.0,215.41666666666666,scikit_learn
27,GCN,0.41323320478993303,0.9864341085271318,0.5824631669289086,0.43711059190031154,0.5945833333333334,0.43553001614286224,0.7117723502137216,0.40541666666666665,0.40541666666666665,2891.0,240.91666666666666,pytorch
27,GAT,0.3441275167785235,0.9937015503875969,0.5112163509471586,0.2389018691588785,0.4552777777777778,0.34512607576563503,0.6163017097732377,0.5447222222222222,0.5447222222222221,3909.0,325.75,pytorch
27,GraphSAGE,0.3836336336336336,0.9903100775193798,0.553030303030303,0.3605919003115265,0.5411111111111111,0.39356424448076877,0.6754509889154532,0.4588888888888889,0.45888888888888885,3284.0,273.6666666666667,pytorch
27,PI+MLP,0.3387366310160428,0.9820736434108527,0.503727634194831,0.22955607476635514,0.4452777777777778,0.33307812015935634,0.6058148590886039,0.5547222222222222,0.5547222222222222,3957.0,329.75,pytorch
27,FANET-TopoGNN,0.3573907009021513,0.998062015503876,0.5263157894736843,0.278816199376947,0.485,0.3571645350720727,0.6384391074404114,0.515,0.515,3704.0,308.6666666666667,pytorch
27,FANET-TopoGNN (concat),0.4239468769454244,0.9898255813953488,0.5936364957140782,0.45950155763239875,0.6115277777777778,0.4397028372432303,0.7246635695138739,0.3884722222222222,0.3884722222222222,2776.0,231.33333333333334,pytorch
27,tgcn:5,0.3235958683021304,0.9985059760956175,0.48878595806923447,0.169770206022187,0.40561224489795916,0.6804724404206064,0.5841380910589022,0.5943877551020408,0.5943877551020408,4191.0,356.3775510204082,pytorch
27,stgcn:5,0.39611033935304624,0.9940239043824701,0.5664821910032638,0.39718700475435814,0.5670351473922902,0.7034464994839495,0.6956054545684142,0.4329648526077097,0.4329648526077097,3043.0,258.75850340136054,pytorch
27,tgn:5,0.3904966757919437,0.9945219123505976,0.5607975287840494,0.38252773375594296,0.5566893424036281,0.7008800614116222,0.6885248230532703,0.4433106575963719,0.44331065759637184,3117.0,265.05102040816325,pytorch
