mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
gm,10,physical,adaptive,degraded,600,3.8516666666666666,3.44,3.44,0.07666666666666666,0.9166666666666666,7.81,7.123333333333333,7.81,518.0,518.0
gm,10,physical,adaptive,nominal,600,1.4716666666666667,1.3966666666666667,1.3966666666666667,0.7316666666666667,0.25833333333333336,19.65,14.091666666666667,19.65,518.0,518.0
gm,10,physical,fixed,degraded,600,3.8516666666666666,3.44,3.8516666666666666,0.023333333333333334,0.9766666666666667,7.123333333333333,7.123333333333333,7.81,420.0,518.0
gm,10,physical,fixed,nominal,600,1.4716666666666667,1.3966666666666667,1.4716666666666667,0.6566666666666666,0.33166666666666667,14.091666666666667,14.091666666666667,19.65,420.0,518.0
gm,20,physical,adaptive,degraded,600,1.5833333333333333,1.4483333333333333,1.4483333333333333,0.6466666666666666,0.355,43.96666666666667,39.55833333333333,43.96666666666667,567.0,567.0
gm,20,physical,adaptive,nominal,600,1.0216666666666667,1.005,1.005,0.995,0.005,107.92833333333333,73.22,107.92833333333333,567.0,567.0
gm,20,physical,fixed,degraded,600,1.5833333333333333,1.4483333333333333,1.5833333333333333,0.5766666666666667,0.43333333333333335,39.55833333333333,39.55833333333333,43.96666666666667,420.0,567.0
gm,20,physical,fixed,nominal,600,1.0216666666666667,1.005,1.0216666666666667,0.9783333333333334,0.021666666666666667,73.22,73.22,107.92833333333333,420.0,567.0
gm,30,physical,adaptive,degraded,600,1.1216666666666666,1.07,1.07,0.9316666666666666,0.06833333333333333,89.86666666666666,80.095,89.86666666666666,567.0,567.0
gm,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,216.25833333333333,140.36666666666667,216.25833333333333,567.0,567.0
gm,30,physical,fixed,degraded,600,1.1216666666666666,1.07,1.1216666666666666,0.89,0.11,80.095,80.095,89.86666666666666,420.0,567.0
gm,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,140.36666666666667,140.36666666666667,216.25833333333333,420.0,567.0
mission,10,physical,adaptive,degraded,600,3.4616666666666664,3.1933333333333334,3.1933333333333334,0.18333333333333332,0.8083333333333333,8.43,7.711666666666667,8.43,518.0,518.0
mission,10,physical,adaptive,nominal,600,1.46,1.41,1.41,0.7133333333333334,0.2866666666666667,22.013333333333332,16.173333333333332,22.013333333333332,518.0,518.0
mission,10,physical,fixed,degraded,600,3.4616666666666664,3.1933333333333334,3.4616666666666664,0.12,0.87,7.711666666666667,7.711666666666667,8.43,420.0,518.0
mission,10,physical,fixed,nominal,600,1.46,1.41,1.46,0.6633333333333333,0.33,16.173333333333332,16.173333333333332,22.013333333333332,420.0,518.0
mission,20,physical,adaptive,degraded,600,1.4266666666666667,1.2166666666666666,1.2166666666666666,0.8116666666666666,0.18833333333333332,42.75,38.295,42.75,567.0,567.0
mission,20,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,106.545,72.11833333333334,106.545,567.0,567.0
mission,20,physical,fixed,degraded,600,1.4266666666666667,1.2166666666666666,1.4266666666666667,0.6633333333333333,0.33166666666666667,38.295,38.295,42.75,420.0,567.0
mission,20,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,72.11833333333334,72.11833333333334,106.545,420.0,567.0
mission,30,physical,adaptive,degraded,600,1.27,1.1383333333333334,1.1383333333333334,0.8716666666666667,0.12166666666666667,101.26166666666667,92.60333333333334,101.26166666666667,567.0,567.0
mission,30,physical,adaptive,nominal,600,1.0033333333333334,1.0,1.0,1.0,0.0,235.25833333333333,169.56166666666667,235.25833333333333,567.0,567.0
mission,30,physical,fixed,degraded,600,1.27,1.1383333333333334,1.27,0.7483333333333333,0.25,92.60333333333334,92.60333333333334,101.26166666666667,420.0,567.0
mission,30,physical,fixed,nominal,600,1.0033333333333334,1.0,1.0033333333333334,0.9966666666666667,0.0033333333333333335,169.56166666666667,169.56166666666667,235.25833333333333,420.0,567.0
rwp,10,physical,adaptive,degraded,600,2.4983333333333335,2.0616666666666665,2.0616666666666665,0.3466666666666667,0.635,12.921666666666667,11.808333333333334,12.921666666666667,565.775,565.775
rwp,10,physical,adaptive,nominal,600,1.2583333333333333,1.0166666666666666,1.0166666666666666,0.9883333333333333,0.0033333333333333335,29.176666666666666,21.036666666666665,29.176666666666666,565.775,565.775
rwp,10,physical,fixed,degraded,600,2.4983333333333335,2.0616666666666665,2.4983333333333335,0.19166666666666668,0.7883333333333333,11.808333333333334,11.808333333333334,12.921666666666667,420.0,565.775
rwp,10,physical,fixed,nominal,600,1.2583333333333333,1.0166666666666666,1.2583333333333333,0.7633333333333333,0.20666666666666667,21.036666666666665,21.036666666666665,29.176666666666666,420.0,565.775
rwp,20,physical,adaptive,degraded,600,1.6183333333333334,1.3183333333333334,1.3183333333333334,0.7466666666666667,0.23333333333333334,49.12166666666667,44.86333333333334,49.12166666666667,567.0,567.0
rwp,20,physical,adaptive,nominal,600,1.0216666666666667,1.0016666666666667,1.0016666666666667,0.9983333333333333,0.0016666666666666668,112.14833333333333,78.92666666666666,112.14833333333333,567.0,567.0
rwp,20,physical,fixed,degraded,600,1.6183333333333334,1.3183333333333334,1.6183333333333334,0.5816666666666667,0.4066666666666667,44.86333333333334,44.86333333333334,49.12166666666667,420.0,567.0
rwp,20,physical,fixed,nominal,600,1.0216666666666667,1.0016666666666667,1.0216666666666667,0.9783333333333334,0.021666666666666667,78.92666666666666,78.92666666666666,112.14833333333333,420.0,567.0
rwp,30,physical,adaptive,degraded,600,1.1366666666666667,1.0683333333333334,1.0683333333333334,0.935,0.06,130.31,119.78166666666667,130.31,567.0,567.0
rwp,30,physical,adaptive,nominal,600,1.0016666666666667,1.0,1.0,1.0,0.0,302.98833333333334,220.54666666666665,302.98833333333334,567.0,567.0
rwp,30,physical,fixed,degraded,600,1.1366666666666667,1.0683333333333334,1.1366666666666667,0.8766666666666667,0.115,119.78166666666667,119.78166666666667,130.31,420.0,567.0
rwp,30,physical,fixed,nominal,600,1.0016666666666667,1.0,1.0016666666666667,0.9983333333333333,0.0016666666666666668,220.54666666666665,220.54666666666665,302.98833333333334,420.0,567.0
