Model,Connectivity ratio_mean,Connectivity ratio_ci95_low,Connectivity ratio_ci95_high,PDR (%)_mean,PDR (%)_ci95_low,PDR (%)_ci95_high,Avg. end-to-end delay (ms)_mean,Avg. end-to-end delay (ms)_ci95_low,Avg. end-to-end delay (ms)_ci95_high,Proactive reroute (%)_mean,Proactive reroute (%)_ci95_low,Proactive reroute (%)_ci95_high,DTN buffered (%)_mean,DTN buffered (%)_ci95_low,DTN buffered (%)_ci95_high,Relay actions_mean,Relay actions_ci95_low,Relay actions_ci95_high
FANET-TopoGNN,0.9697685185185185,0.9428243241070531,0.996712712929984,99.93101160862356,99.84495350606473,100.0,15.464109215191016,15.299798171545921,15.62842025883611,26.83992537313433,24.93838545927435,28.741465286994313,0.13161276948590375,0.0,0.2922116386563314,7847.333333333333,7335.1800035145725,8359.486663152094
FANET-TopoGNN (concat),0.9697685185185185,0.9428243241070531,0.996712712929984,99.93101160862356,99.84495350606473,100.0,15.507491163290178,15.326655734073178,15.688326592507178,19.739324212271974,18.428682755511723,21.049965669032225,0.13161276948590375,0.0,0.2922116386563314,6553.333333333333,5856.181663433272,7250.485003233394
GAT,0.9697685185185185,0.9428243241070531,0.996712712929984,99.93101160862356,99.84495350606473,100.0,15.485279333169823,15.318057802374513,15.652500863965132,25.68816334991708,18.680886756771265,32.695439943062894,0.13161276948590375,0.0,0.2922116386563314,7479.333333333333,5696.22148560445,9262.445181062216
GCN,0.9697685185185185,0.9428243241070531,0.996712712929984,99.93101160862356,99.84495350606473,100.0,15.489578330123862,15.323476108884826,15.655680551362899,22.075290215588723,20.308165368468792,23.842415062708653,0.13161276948590375,0.0,0.2922116386563314,6830.666666666667,5834.990310592845,7826.343022740489
GraphSAGE,0.9697685185185185,0.9428243241070531,0.996712712929984,99.93101160862356,99.84495350606473,100.0,15.503678781791335,15.346504019644598,15.660853543938071,21.017703150912105,20.01505093698383,22.02035536484038,0.13161276948590375,0.0,0.2922116386563314,7129.333333333333,6593.0875377839,7665.579128882766
Kinetic-TopoGuard,0.9697685185185185,0.9428243241070531,0.996712712929984,99.93101160862356,99.84495350606473,100.0,15.553440971567797,15.374932900385367,15.731949042750227,16.825725538971806,15.582487379202032,18.06896369874158,0.13161276948590375,0.0,0.2922116386563314,6282.333333333333,5648.4191804352895,6916.247486231377
