mobility,n_nodes,link_model,graph_policy,radio_scenario,snapshots,beta_fixed_mean,beta_adaptive_mean,beta_current_mean,connected_ratio,frag_rate,edge_count_mean,edge_count_fixed_mean,edge_count_adaptive_mean,radius_mean,radius_adaptive_mean
gm,10,physical,adaptive,degraded,600,2.925,2.506666666666667,2.506666666666667,0.16166666666666665,0.8283333333333334,10.63,9.318333333333333,10.63,518.0,518.0
gm,10,physical,adaptive,nominal,600,1.6133333333333333,1.3483333333333334,1.3483333333333334,0.665,0.335,19.23,14.041666666666666,19.23,518.0,518.0
gm,10,physical,fixed,degraded,600,2.925,2.506666666666667,2.925,0.07333333333333333,0.9266666666666666,9.318333333333333,9.318333333333333,10.63,420.0,518.0
gm,10,physical,fixed,nominal,600,1.6133333333333333,1.3483333333333334,1.6133333333333333,0.4216666666666667,0.58,14.041666666666666,14.041666666666666,19.23,420.0,518.0
gm,20,physical,adaptive,degraded,600,1.2366666666666666,1.085,1.085,0.915,0.09333333333333334,56.66,46.12,56.66,567.0,567.0
gm,20,physical,adaptive,nominal,600,1.01,1.0,1.0,1.0,0.0,103.17833333333333,67.70166666666667,103.17833333333333,567.0,567.0
gm,20,physical,fixed,degraded,600,1.2366666666666666,1.085,1.2366666666666666,0.7766666666666666,0.23,46.12,46.12,56.66,420.0,567.0
gm,20,physical,fixed,nominal,600,1.01,1.0,1.01,0.99,0.01,67.70166666666667,67.70166666666667,103.17833333333333,420.0,567.0
gm,30,physical,adaptive,degraded,600,1.055,1.0216666666666667,1.0216666666666667,0.9783333333333334,0.02,129.99833333333333,104.01,129.99833333333333,567.0,567.0
gm,30,physical,adaptive,nominal,600,1.0033333333333334,1.0,1.0,1.0,0.0,239.51166666666666,159.075,239.51166666666666,567.0,567.0
gm,30,physical,fixed,degraded,600,1.055,1.0216666666666667,1.055,0.945,0.06166666666666667,104.01,104.01,129.99833333333333,420.0,567.0
gm,30,physical,fixed,nominal,600,1.0033333333333334,1.0,1.0033333333333334,0.9966666666666667,0.0033333333333333335,159.075,159.075,239.51166666666666,420.0,567.0
mission,10,physical,adaptive,degraded,600,2.465,2.1733333333333333,2.1733333333333333,0.45666666666666667,0.5233333333333333,11.828333333333333,9.993333333333334,11.828333333333333,504.77,504.77
mission,10,physical,adaptive,nominal,600,1.7116666666666667,1.6616666666666666,1.6616666666666666,0.65,0.32666666666666666,21.35,15.616666666666667,21.35,504.77,504.77
mission,10,physical,fixed,degraded,600,2.465,2.1733333333333333,2.465,0.25,0.74,9.993333333333334,9.993333333333334,11.828333333333333,420.0,504.77
mission,10,physical,fixed,nominal,600,1.7116666666666667,1.6616666666666666,1.7116666666666667,0.6133333333333333,0.37333333333333335,15.616666666666667,15.616666666666667,21.35,420.0,504.77
mission,20,physical,adaptive,degraded,600,1.195,1.0516666666666667,1.0516666666666667,0.9483333333333334,0.04833333333333333,61.66833333333334,51.07,61.66833333333334,567.0,567.0
mission,20,physical,adaptive,nominal,600,1.005,1.0,1.0,1.0,0.0,105.86833333333334,71.65333333333334,105.86833333333334,567.0,567.0
mission,20,physical,fixed,degraded,600,1.195,1.0516666666666667,1.195,0.8166666666666667,0.175,51.07,51.07,61.66833333333334,420.0,567.0
mission,20,physical,fixed,nominal,600,1.005,1.0,1.005,0.995,0.005,71.65333333333334,71.65333333333334,105.86833333333334,420.0,567.0
mission,30,physical,adaptive,degraded,600,1.0,1.0,1.0,1.0,0.0,145.67166666666665,119.32,145.67166666666665,567.0,567.0
mission,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,263.54833333333335,177.475,263.54833333333335,567.0,567.0
mission,30,physical,fixed,degraded,600,1.0,1.0,1.0,1.0,0.0,119.32,119.32,145.67166666666665,420.0,567.0
mission,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,177.475,177.475,263.54833333333335,420.0,567.0
rwp,10,physical,adaptive,degraded,600,2.4166666666666665,1.8016666666666667,1.8016666666666667,0.3983333333333333,0.5816666666666667,15.403333333333334,13.286666666666667,15.403333333333334,555.24,555.24
rwp,10,physical,adaptive,nominal,600,1.515,1.1,1.1,0.9133333333333333,0.06166666666666667,26.958333333333332,19.308333333333334,26.958333333333332,555.24,555.24
rwp,10,physical,fixed,degraded,600,2.4166666666666665,1.8016666666666667,2.4166666666666665,0.10833333333333334,0.8716666666666667,13.286666666666667,13.286666666666667,15.403333333333334,420.0,555.24
rwp,10,physical,fixed,nominal,600,1.515,1.1,1.515,0.5466666666666666,0.42333333333333334,19.308333333333334,19.308333333333334,26.958333333333332,420.0,555.24
rwp,20,physical,adaptive,degraded,600,1.1083333333333334,1.0166666666666666,1.0166666666666666,0.9866666666666667,0.008333333333333333,73.29166666666667,62.935,73.29166666666667,567.0,567.0
rwp,20,physical,adaptive,nominal,600,1.0016666666666667,1.0,1.0,1.0,0.0,129.29666666666665,92.785,129.29666666666665,567.0,567.0
rwp,20,physical,fixed,degraded,600,1.1083333333333334,1.0166666666666666,1.1083333333333334,0.9216666666666666,0.065,62.935,62.935,73.29166666666667,420.0,567.0
rwp,20,physical,fixed,nominal,600,1.0016666666666667,1.0,1.0016666666666667,0.9983333333333333,0.0016666666666666668,92.785,92.785,129.29666666666665,420.0,567.0
rwp,30,physical,adaptive,degraded,600,1.0333333333333334,1.0133333333333334,1.0133333333333334,0.9866666666666667,0.013333333333333334,173.95333333333335,149.06166666666667,173.95333333333335,567.0,567.0
rwp,30,physical,adaptive,nominal,600,1.0,1.0,1.0,1.0,0.0,296.96,216.57,296.96,567.0,567.0
rwp,30,physical,fixed,degraded,600,1.0333333333333334,1.0133333333333334,1.0333333333333334,0.9666666666666667,0.028333333333333332,149.06166666666667,149.06166666666667,173.95333333333335,420.0,567.0
rwp,30,physical,fixed,nominal,600,1.0,1.0,1.0,1.0,0.0,216.57,216.57,296.96,420.0,567.0
