Model,MAE_mean,R2_mean,Lead_median_ms_mean
TGN (w=5),0.38676795367649897,0.3917651642306796,600.0000000000001
STGCN (w=5),0.40497570750124057,0.38522288136139277,500.0
T-GCN (w=5),0.4114140702871914,0.4101371825641238,500.00000000000006
