seed,Model,Risk_Precision,Risk_Recall,Risk_F1,Risk_Specificity,Risk_Accuracy,Risk_PR_AUC,Risk_ROC_AUC,Risk_Brier,Risk_ECE,False_Alarms,False_Alarms_per_minute,Model_Backend
47,Kinetic-TopoGuard,0.37273991655076494,0.9962825278810409,0.5425101214574899,0.5155746509129968,0.6233333333333333,0.79481230292063,0.9230776312351068,0.10261901375589977,0.11180982799657486,2706.0,225.5,scikit_learn
47,GCN,0.3087195600942655,0.9739776951672863,0.46883388010736654,0.3698532044396706,0.5052777777777778,0.23550947502131458,0.6719154498034785,0.49472222222222223,0.49472222222222223,3520.0,293.3333333333333,pytorch
47,GAT,0.33513163573586535,0.9622057001239157,0.4971190781049936,0.44844253490870034,0.5636111111111111,0.2655014879806165,0.7053241175163081,0.4363888888888889,0.4363888888888889,3081.0,256.75,pytorch
47,GraphSAGE,0.3239349660423956,0.9752168525402726,0.48632782326587365,0.41192266380236303,0.5381944444444444,0.2550330786008896,0.6935697581713178,0.4618055555555556,0.4618055555555555,3285.0,273.75,pytorch
47,PI+MLP,0.22438752783964366,0.9987608426270136,0.3664469197544897,0.002506265664160401,0.22583333333333333,0.14696835932073585,0.5006335541455871,0.7741666666666667,0.7741666666666667,5572.0,464.3333333333333,pytorch
47,FANET-TopoGNN,0.2755662319835278,0.9950433705080545,0.43160440741736095,0.24418188327962764,0.4125,0.1962054957708029,0.619612626893841,0.5875,0.5874999999999999,4222.0,351.8333333333333,pytorch
47,FANET-TopoGNN (concat),0.266468548786528,1.0,0.4208056315995307,0.2046186895810956,0.3829166666666667,0.18633344032677368,0.6023093447905479,0.6170833333333333,0.6170833333333334,4443.0,370.25,pytorch
47,tgcn:5,0.25930807248764415,0.9993650793650793,0.41177240026160894,0.17971173143586935,0.36267006802721086,0.43390582345420703,0.5895384054004744,0.6373299319727891,0.6373299319727891,4496.0,382.312925170068,pytorch
47,stgcn:5,0.3022489336952307,0.9898412698412699,0.46309223228872715,0.34336799854041233,0.48767006802721086,0.5006659639232519,0.6666046341908411,0.5123299319727891,0.5123299319727891,3599.0,306.0374149659864,pytorch
47,tgn:5,0.29330598545590153,0.9987301587301587,0.4534447967714038,0.3085203430031016,0.46258503401360546,0.49831973794454254,0.6536252508666301,0.5374149659863946,0.5374149659863947,3790.0,322.27891156462584,pytorch
